cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
111677	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
28301	Organoheterocyclic compounds	Tetrapyrroles and derivatives	unclassified	unclassified	Tetrapyrroles and derivatives
29706	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	unclassified	Fatty amides
12247	Phenylpropanoids and polyketides	Macrolides and analogues	unclassified	unclassified	Macrolides and analogues
139216	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
100239	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
11058	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	unclassified	Pyrimidines and pyrimidine derivatives
2915	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
156883	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
54593	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
3860	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
61711	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
2462	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
229	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
181540	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
85594	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
123657	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
79661	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
31243	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
104426	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
56401	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
92645	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
156928	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
67131	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
267720	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
155673	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
28451	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
16274	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
133019	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
112563	Organoheterocyclic compounds	Diazanaphthalenes	Benzodiazines	Quinoxalines	Quinoxalines
18836	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
28837	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
4904	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
54684	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
264620	Lipids and lipid-like molecules	Glycerolipids	unclassified	unclassified	Glycerolipids
29202	unclassified	unclassified	unclassified	unclassified	unclassified
50673	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
12048	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
35305	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
66672	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
36666	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
2597	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
212098	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
10752	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
138496	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
35022	Organic acids and derivatives	Organic thiophosphoric acids and derivatives	Thiophosphoric acid esters	unclassified	Thiophosphoric acid esters
174899	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	unclassified	Carbohydrates and carbohydrate conjugates
132497	Benzenoids	Naphthalenes	unclassified	unclassified	Naphthalenes
103885	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
2082	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
191930	Organoheterocyclic compounds	Diazines	unclassified	unclassified	Diazines
77791	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
16683	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
11479	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
184946	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
24589	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
109112	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
76539	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
86172	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
79277	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid esters
142604	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
94967	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
77963	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
240891	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Oligosaccharides	Oligosaccharides
115120	unclassified	unclassified	unclassified	unclassified	unclassified
98171	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
29604	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
117457	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
147050	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
38108	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
11809	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
98237	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
4527	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
130306	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
8717	unclassified	unclassified	unclassified	unclassified	unclassified
57005	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
40521	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
4851	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
43355	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
113321	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
29580	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
11416	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
33138	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
55597	Organoheterocyclic compounds	unclassified	unclassified	unclassified	Organoheterocyclic compounds
192865	unclassified	unclassified	unclassified	unclassified	unclassified
179358	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
133271	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
1982	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
42376	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
182931	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
12782	Organosulfur compounds	Sulfonyls	unclassified	unclassified	Sulfonyls
100881	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
114284	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
2278	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
268175	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
74490	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Ketones	Aryl ketones
321686	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
2919	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
33338	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
42520	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
69101	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
208711	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
1962	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
172289	unclassified	unclassified	unclassified	unclassified	unclassified
24146	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
8026	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
67991	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
3889	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
78728	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
28053	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
10859	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
150938	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
80609	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
59323	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
195015	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
161	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Carboxylic acid amides
13868	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
