cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
35535	Organoheterocyclic compounds	Diazines	unclassified	unclassified	Diazines
9777	unclassified	unclassified	unclassified	unclassified	unclassified
123974	Lipids and lipid-like molecules	Saccharolipids	unclassified	unclassified	Saccharolipids
164472	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
212848	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
15374	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
79242	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
9832	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
70649	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
151	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
141057	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Ketones	Aryl-phenylketones
194374	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
13593	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
149872	unclassified	unclassified	unclassified	unclassified	unclassified
62019	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
167060	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	3-hydroxysteroids	3-hydroxysteroids
169722	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
209359	Phenylpropanoids and polyketides	Coumarins and derivatives	Hydroxycoumarins	4-hydroxycoumarins	4-hydroxycoumarins
97873	Benzenoids	Phenols	Benzenetriols and derivatives	unclassified	Benzenetriols and derivatives
7188	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
176104	Lipids and lipid-like molecules	Steroids and steroid derivatives	Ecdysteroids	unclassified	Ecdysteroids
34959	Organoheterocyclic compounds	Pteridines and derivatives	Alloxazines and isoalloxazines	Flavins	Flavins
45224	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
49483	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
19247	Phenylpropanoids and polyketides	Isocoumarins and derivatives	unclassified	unclassified	Isocoumarins and derivatives
25757	unclassified	unclassified	unclassified	unclassified	unclassified
78006	Lipids and lipid-like molecules	Steroids and steroid derivatives	Pregnane steroids	Gluco/mineralocorticoids, progestogins and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
121139	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
54623	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
34441	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
61562	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
87683	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Galloyl esters
99648	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
22278	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid esters	unclassified	Cinnamic acid esters
68925	unclassified	unclassified	unclassified	unclassified	unclassified
120090	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
213707	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	unclassified	Eicosanoids
25908	unclassified	unclassified	unclassified	unclassified	unclassified
32344	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
27630	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
3583	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Hydroxy fatty acids	Hydroxy fatty acids
72529	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
109929	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
24290	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
12657	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
164314	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
89506	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
71735	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavonoid 8-C-glycosides
62733	Lipids and lipid-like molecules	Steroids and steroid derivatives	unclassified	unclassified	Steroids and steroid derivatives
34572	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines	unclassified	Glycerophosphoethanolamines
60536	unclassified	unclassified	unclassified	unclassified	unclassified
50413	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
156899	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
186172	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
9366	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
243906	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
9273	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
54413	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
121076	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
57917	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
67597	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
15553	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
207693	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
75727	unclassified	unclassified	unclassified	unclassified	unclassified
147471	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
32569	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
6613	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Phenylalanine and derivatives
36544	Benzenoids	Phenols	Benzenediols	Resorcinols	Resorcinols
87108	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
38728	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
69117	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
12684	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
6658	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
5797	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene glycosides	Triterpene saponins
136996	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
34427	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
23336	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
58285	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
28538	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
35641	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
33782	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
214862	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
28023	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Monosaccharides
6500	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
45065	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
79078	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
109510	Lignans, neolignans and related compounds	unclassified	unclassified	unclassified	Lignans, neolignans and related compounds
24540	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
6659	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
172597	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
35735	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
29810	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
79292	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene glycosides	Triterpene saponins
40972	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Cyclic peptides
243898	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	Aminobenzenesulfonamides	Aminobenzenesulfonamides
14598	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
5036	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
18328	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
127213	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Hydroxy fatty acids	Hydroxy fatty acids
34768	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
36778	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	Prostaglandins and related compounds	Prostaglandins and related compounds
51613	Benzenoids	Phenols	Methoxyphenols	unclassified	Methoxyphenols
157954	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
120747	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	unclassified	Diphenylmethanes
184597	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
87505	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
37780	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
60120	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
36598	unclassified	unclassified	unclassified	unclassified	unclassified
99000	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
147945	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
14672	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
88882	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
175003	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside diphosphates	Purine ribonucleoside diphosphates
105398	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
19136	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
190391	Benzenoids	Phenols	Benzenetriols and derivatives	Pyrogallols and derivatives	Pyrogallols and derivatives
32315	Organoheterocyclic compounds	Azoles	Tetrazoles	unclassified	Tetrazoles
2	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
113695	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
83215	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
177668	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	unclassified	O-methylated flavonoids
91828	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
19568	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
62402	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	6-O-methylated flavonoids	6-O-methylated flavonoids
26916	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
225495	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	3-hydroxyflavonoids	3-hydroxyflavonoids
10489	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
34616	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
52745	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	unclassified	Hydroxycinnamic acids and derivatives
21010	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
61409	Organoheterocyclic compounds	Quinolines and derivatives	Quinoline carboxylic acids	unclassified	Quinoline carboxylic acids
57879	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
117938	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	unclassified	Purines and purine derivatives
26623	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
202808	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
6287	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
109262	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavonoid 8-C-glycosides
35322	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
16655	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
